flowId,txBytes,rxBytes,txPackets,rxPackets,lostPackets,delaySum_ns,jitterSum_ns,timeFirstTxPacket,timeLastRxPacket,throughput_kbps,source,destination,protocol,sourcePort,destinationPort
7485,2416,2416,7,7,0,427405000.0,137403000.0,13.4,13.6841,68.03238296374505,10.1.75.1,10.10.5.4,6,49158,8005
7486,2416,2416,7,7,0,450419000.0,141000000.0,13.4,13.6863,67.50960530911658,10.1.85.1,10.10.5.4,6,49157,8004
7487,2416,2416,7,7,0,445310000.0,89961600.0,13.4,13.6889,66.90204222914505,10.1.95.1,10.10.5.4,6,49156,8003
7488,2416,2416,7,7,0,468182000.0,150222000.0,13.4,13.6907,66.48778809769537,10.2.35.1,10.10.5.4,6,49162,8009
7489,2416,2416,7,7,0,481210000.0,154194000.0,13.4,13.6925,66.07863247863237,10.2.45.1,10.10.5.4,6,49161,8008
7490,2416,2416,7,7,0,454894000.0,159206000.0,13.4,13.6945,65.6298811544993,10.2.55.1,10.10.5.4,6,49160,8007
7491,2416,2416,7,7,0,413880000.0,134813000.0,13.4,13.6831,68.27269516072079,10.2.65.1,10.10.5.4,6,49159,8006
7492,2416,2416,7,7,0,436499000.0,138805000.0,13.4,13.6849,67.84134784134775,10.2.75.1,10.10.5.4,6,49158,8005
7493,2416,2416,7,7,0,459514000.0,142402000.0,13.4,13.6871,67.32149076976692,10.2.85.1,10.10.5.4,6,49157,8004
7494,2416,2416,7,7,0,468608000.0,143803000.0,13.4,13.688,67.11111111111106,10.2.95.1,10.10.5.4,6,49156,8003
7495,2416,2416,7,7,0,470158000.0,151245000.0,13.4,13.6907,66.48778809769537,10.3.35.1,10.10.5.4,6,49162,8009
7496,2416,2416,7,7,0,483723000.0,154861000.0,13.4,13.6929,65.98839194264265,10.3.45.1,10.10.5.4,6,49161,8008
7497,2416,2416,7,7,0,457371000.0,159904000.0,13.4,13.6949,65.54086130891824,10.3.55.1,10.10.5.4,6,49160,8007
7498,2416,2416,7,7,0,417893000.0,135862000.0,13.4,13.6832,68.24858757062171,10.3.65.1,10.10.5.4,6,49159,8006
7499,2416,2416,7,7,0,440907000.0,139459000.0,13.4,13.6854,67.72249474421884,10.3.75.1,10.10.5.4,6,49158,8005
7500,2416,2416,7,7,0,463666000.0,143498000.0,13.4,13.6872,67.29805013927569,10.3.85.1,10.10.5.4,6,49157,8004
7501,2416,2416,7,7,0,472760000.0,144899000.0,13.4,13.6881,67.08781673030197,10.3.95.1,10.10.5.4,6,49156,8003
7502,2416,2416,7,7,0,425614000.0,97739200.0,13.4,13.6647,73.01851152247842,10.4.35.1,10.10.5.4,6,49162,8009
7503,2416,2416,7,7,0,461042000.0,148974000.0,13.4,13.689,66.87889273356409,10.4.45.1,10.10.5.4,6,49161,8008
7504,2416,2416,7,7,0,475150000.0,152222000.0,13.4,13.6916,66.2825788751717,10.4.55.1,10.10.5.4,6,49160,8007
7505,2416,2416,7,7,0,488074000.0,156656000.0,13.4,13.693,65.9658703071674,10.4.65.1,10.10.5.4,6,49159,8006
7506,2416,2416,7,7,0,462112000.0,161270000.0,13.4,13.6952,65.47425474254754,10.4.75.1,10.10.5.4,6,49158,8005
7507,2416,2416,7,7,0,425235000.0,136890000.0,13.4,13.684,68.05633802816928,10.4.85.1,10.10.5.4,6,49157,8004
7508,2416,2416,7,7,0,447450000.0,141296000.0,13.4,13.6854,67.72249474421884,10.4.95.1,10.10.5.4,6,49156,8003
7509,2416,2416,7,7,0,458778000.0,147878000.0,13.4,13.6889,66.90204222914505,10.5.35.1,10.10.5.4,6,49162,8009
7510,2416,2416,7,7,0,466499000.0,150422000.0,13.4,13.6899,66.6712659537773,10.5.45.1,10.10.5.4,6,49161,8008
7511,2416,2416,7,7,0,480608000.0,153670000.0,13.4,13.6924,66.10123119015073,10.5.55.1,10.10.5.4,6,49160,8007
7512,2416,2416,7,7,0,452749000.0,158275000.0,13.4,13.6937,65.80864828055853,10.5.65.1,10.10.5.4,6,49159,8006
7513,2416,2416,7,7,0,434323000.0,138304000.0,13.4,13.6849,67.84134784134775,10.5.75.1,10.10.5.4,6,49158,8005
7514,2416,2416,7,7,0,456395000.0,142670000.0,13.4,13.6863,67.50960530911658,10.5.85.1,10.10.5.4,6,49157,8004
7515,2416,2416,7,7,0,494600000.0,158939000.0,13.4,13.6941,65.71914314858886,10.5.95.1,10.10.5.4,6,49156,8003
7516,264,264,5,5,0,203176000.0,547200.0,13.4631,13.6232,13.191755153029364,10.10.5.4,10.4.35.1,6,8009,49162
7517,264,264,5,5,0,203102000.0,510400.0,13.4631,13.648,11.42239048134133,10.10.5.4,10.5.35.1,6,8009,49162
7518,264,264,5,5,0,203102000.0,510400.0,13.4631,13.6484,11.397733405288735,10.10.5.4,10.4.45.1,6,8008,49161
7519,264,264,5,5,0,203102000.0,510400.0,13.4632,13.6492,11.354838709677423,10.10.5.4,10.5.45.1,6,8008,49161
7520,264,264,5,5,0,203102000.0,510400.0,13.4632,13.6504,11.282051282051349,10.10.5.4,10.4.55.1,6,8007,49160
7521,264,264,5,5,0,203102000.0,510400.0,13.4633,13.6512,11.240021287919161,10.10.5.4,10.5.55.1,6,8007,49160
7522,264,264,5,5,0,203102000.0,510400.0,13.4633,13.6524,11.168693812797471,10.10.5.4,10.4.65.1,6,8006,49159
7523,264,264,5,5,0,203102000.0,510400.0,13.4634,13.6532,11.127502634351952,10.10.5.4,10.5.65.1,6,8006,49159
7524,264,264,5,5,0,203102000.0,510400.0,13.4634,13.6535,11.109942135718086,10.10.5.4,10.5.95.1,6,8003,49156
7525,264,264,5,5,0,203102000.0,510400.0,13.4635,13.6547,11.046025104602494,10.10.5.4,10.4.75.1,6,8005,49158
7526,264,264,5,5,0,203102000.0,510400.0,13.4635,13.6429,11.772575250836162,10.10.5.4,10.4.85.1,6,8004,49157
7527,264,264,5,5,0,203102000.0,510400.0,13.4636,13.6488,11.403887688984879,10.10.5.4,10.1.35.1,6,8009,49162
7528,264,264,5,5,0,203102000.0,510400.0,13.4636,13.6437,11.726818434203137,10.10.5.4,10.5.75.1,6,8005,49158
7529,264,264,5,5,0,203102000.0,510400.0,13.4637,13.6449,11.655629139072817,10.10.5.4,10.4.95.1,6,8003,49156
7530,264,264,5,5,0,203102000.0,510400.0,13.4637,13.6496,11.360946745562119,10.10.5.4,10.2.35.1,6,8009,49162
7531,264,264,5,5,0,203102000.0,510400.0,13.4637,13.6508,11.288081239978565,10.10.5.4,10.1.45.1,6,8008,49161
7532,264,264,5,5,0,203102000.0,510400.0,13.4638,13.6456,11.617161716171676,10.10.5.4,10.5.85.1,6,8004,49157
7533,264,264,5,5,0,203102000.0,510400.0,13.4638,13.65,11.342642320085961,10.10.5.4,10.3.35.1,6,8009,49162
7534,264,264,5,5,0,203102000.0,510400.0,13.4639,13.6516,11.251997868939826,10.10.5.4,10.2.45.1,6,8008,49161
7535,264,264,5,5,0,203102000.0,510400.0,13.4639,13.6528,11.180518793012265,10.10.5.4,10.1.55.1,6,8007,49160
7536,264,264,5,5,0,203102000.0,510400.0,13.464,13.652,11.234042553191559,10.10.5.4,10.3.45.1,6,8008,49161
7537,264,264,5,5,0,203102000.0,510400.0,13.464,13.6539,11.121642969984217,10.10.5.4,10.2.55.1,6,8007,49160
7538,264,264,5,5,0,203102000.0,510400.0,13.4641,13.6551,11.05759162303671,10.10.5.4,10.1.65.1,6,8006,49159
7539,264,264,5,5,0,203102000.0,510400.0,13.4641,13.6543,11.104100946372297,10.10.5.4,10.3.55.1,6,8007,49160
7540,264,264,5,5,0,203102000.0,510400.0,13.4642,13.6421,11.87183811129853,10.10.5.4,10.2.65.1,6,8006,49159
7541,264,264,5,5,0,203102000.0,510400.0,13.4642,13.6433,11.792294807370183,10.10.5.4,10.1.75.1,6,8005,49158
7542,264,264,5,5,0,203102000.0,510400.0,13.4643,13.6425,11.851851851851828,10.10.5.4,10.3.65.1,6,8006,49159
7543,264,264,5,5,0,203102000.0,510400.0,13.4643,13.6441,11.746384872080077,10.10.5.4,10.2.75.1,6,8005,49158
7544,264,264,5,5,0,203102000.0,510400.0,13.4644,13.6452,11.68141592920345,10.10.5.4,10.1.85.1,6,8004,49157
7545,264,264,5,5,0,203102000.0,510400.0,13.4644,13.6445,11.726818434203137,10.10.5.4,10.3.75.1,6,8005,49158
7546,264,264,5,5,0,203102000.0,510400.0,13.4644,13.646,11.629955947136478,10.10.5.4,10.2.85.1,6,8004,49157
7547,264,264,5,5,0,203102000.0,510400.0,13.4645,13.6464,11.61077515118193,10.10.5.4,10.3.85.1,6,8004,49157
7548,264,264,5,5,0,203102000.0,510400.0,13.4645,13.6468,11.585298957761838,10.10.5.4,10.2.95.1,6,8003,49156
7549,264,264,5,5,0,203102000.0,510400.0,13.4646,13.6472,11.566265060241028,10.10.5.4,10.3.95.1,6,8003,49156
7550,264,264,5,5,0,203102000.0,510400.0,13.4834,13.6476,12.862362971985304,10.10.5.4,10.1.95.1,6,8003,49156
7551,2416,2416,7,7,0,407877000.0,79928000.0,13.5,13.7431,79.50637597696418,10.1.36.1,10.10.5.4,6,49162,8009
7552,2416,2416,7,7,0,464067000.0,114056000.0,13.5,13.784,68.05633802816885,10.1.46.1,10.10.5.4,6,49161,8008
7553,2416,2416,7,7,0,475387000.0,120054000.0,13.5,13.7843,67.98452339078437,10.1.56.1,10.10.5.4,6,49160,8007
7554,2416,2416,7,7,0,444997000.0,126442000.0,13.5,13.7845,67.93673110720573,10.1.66.1,10.10.5.4,6,49159,8006
7555,2416,2416,7,7,0,420122000.0,91454400.0,13.5,13.7833,68.22449699964689,10.1.76.1,10.10.5.4,6,49158,8005
7556,2416,2416,7,7,0,436773000.0,95795200.0,13.5,13.7835,68.17636684303348,10.1.86.1,10.10.5.4,6,49157,8004
7557,2416,2416,7,7,0,457403000.0,101405000.0,13.5,13.7836,68.15232722143868,10.1.96.1,10.10.5.4,6,49156,8003
7558,2416,2416,7,7,0,454925000.0,108894000.0,13.5,13.7839,68.08030996829889,10.2.36.1,10.10.5.4,6,49162,8009
7559,2416,2416,7,7,0,466331000.0,115152000.0,13.5,13.7841,68.03238296374505,10.2.46.1,10.10.5.4,6,49161,8008
7560,2416,2416,7,7,0,477651000.0,121539000.0,13.5,13.7843,67.98452339078437,10.2.56.1,10.10.5.4,6,49160,8007
7561,2416,2416,7,7,0,447261000.0,127538000.0,13.5,13.7845,67.93673110720573,10.2.66.1,10.10.5.4,6,49159,8006
7562,2416,2416,7,7,0,424274000.0,92550400.0,13.5,13.7833,68.22449699964689,10.2.76.1,10.10.5.4,6,49158,8005
7563,2416,2416,7,7,0,441011000.0,96804800.0,13.5,13.7836,68.15232722143868,10.2.86.1,10.10.5.4,6,49157,8004
7564,2416,2416,7,7,0,461642000.0,102414000.0,13.5,13.7837,68.12830454705684,10.2.96.1,10.10.5.4,6,49156,8003
7565,2416,2416,7,7,0,457232000.0,110250000.0,13.5,13.7839,68.08030996829889,10.3.36.1,10.10.5.4,6,49162,8009
7566,2416,2416,7,7,0,468595000.0,116507000.0,13.5,13.7841,68.03238296374505,10.3.46.1,10.10.5.4,6,49161,8008
7567,2416,2416,7,7,0,479915000.0,122635000.0,13.5,13.7843,67.98452339078437,10.3.56.1,10.10.5.4,6,49160,8007
7568,2416,2416,7,7,0,449525000.0,128893000.0,13.5,13.7846,67.91286015460312,10.3.66.1,10.10.5.4,6,49159,8006
7569,2416,2416,7,7,0,428426000.0,93646400.0,13.5,13.7834,68.20042342978115,10.3.76.1,10.10.5.4,6,49158,8005
7570,2416,2416,7,7,0,445163000.0,97900800.0,13.5,13.7837,68.12830454705684,10.3.86.1,10.10.5.4,6,49157,8004
7571,2416,2416,7,7,0,465794000.0,103770000.0,13.5,13.7837,68.12830454705684,10.3.96.1,10.10.5.4,6,49156,8003
7572,2416,2416,7,7,0,459539000.0,111605000.0,13.5,13.784,68.05633802816885,10.4.36.1,10.10.5.4,6,49162,8009
7573,2416,2416,7,7,0,470859000.0,117603000.0,13.5,13.7842,68.00844475721318,10.4.46.1,10.10.5.4,6,49161,8008
7574,2416,2416,7,7,0,440469000.0,123990000.0,13.5,13.7844,67.96061884669486,10.4.56.1,10.10.5.4,6,49160,8007
7575,2416,2416,7,7,0,452733000.0,129989000.0,13.5,13.7846,67.91286015460312,10.4.66.1,10.10.5.4,6,49159,8006
7576,2416,2416,7,7,0,449013000.0,99299200.0,13.5,13.7834,68.20042342978115,10.4.76.1,10.10.5.4,6,49158,8005
7577,2416,2416,7,7,0,491987000.0,131344000.0,13.5,13.7846,67.91286015460312,10.4.86.1,10.10.5.4,6,49157,8004
7578,2416,2416,7,7,0,469946000.0,104866000.0,13.5,13.7838,68.10429880197337,10.4.96.1,10.10.5.4,6,49156,8003
7579,2416,2416,7,7,0,461803000.0,112701000.0,13.5,13.784,68.05633802816885,10.5.36.1,10.10.5.4,6,49162,8009
7580,2416,2416,7,7,0,473123000.0,118958000.0,13.5,13.7842,68.00844475721318,10.5.46.1,10.10.5.4,6,49161,8008
7581,2416,2416,7,7,0,442733000.0,125086000.0,13.5,13.7844,67.96061884669486,10.5.56.1,10.10.5.4,6,49160,8007
7582,2416,2416,7,7,0,415970000.0,90358400.0,13.5,13.7832,68.24858757062128,10.5.66.1,10.10.5.4,6,49159,8006
7583,2416,2416,7,7,0,432621000.0,94699200.0,13.5,13.7834,68.20042342978115,10.5.76.1,10.10.5.4,6,49158,8005
7584,2416,2416,7,7,0,453251000.0,100309000.0,13.5,13.7835,68.17636684303348,10.5.86.1,10.10.5.4,6,49157,8004
7585,2416,2416,7,7,0,474098000.0,106221000.0,13.5,13.7838,68.10429880197337,10.5.96.1,10.10.5.4,6,49156,8003
7586,264,264,5,5,0,203136000.0,507200.0,13.5406,13.7026,13.037037037036972,10.10.5.4,10.1.36.1,6,8009,49162
7587,264,264,5,5,0,203062000.0,470400.0,13.5406,13.7258,11.403887688984879,10.10.5.4,10.2.36.1,6,8009,49162
7588,264,264,5,5,0,203062000.0,470400.0,13.5406,13.7263,11.373182552504,10.10.5.4,10.3.36.1,6,8009,49162
7589,264,264,5,5,0,203062000.0,470400.0,13.5407,13.7268,11.34873723804397,10.10.5.4,10.4.36.1,6,8009,49162
7590,264,264,5,5,0,203062000.0,470400.0,13.5407,13.7272,11.324396782841788,10.10.5.4,10.5.36.1,6,8009,49162
7591,264,264,5,5,0,203062000.0,470400.0,13.5408,13.7276,11.306209850107075,10.10.5.4,10.1.46.1,6,8008,49161
7592,264,264,5,5,0,203062000.0,470400.0,13.5408,13.728,11.282051282051349,10.10.5.4,10.2.46.1,6,8008,49161
7593,264,264,5,5,0,203062000.0,470400.0,13.5409,13.7285,11.25799573560769,10.10.5.4,10.3.46.1,6,8008,49161
7594,264,264,5,5,0,203062000.0,470400.0,13.5409,13.7289,11.234042553191559,10.10.5.4,10.4.46.1,6,8008,49161
7595,264,264,5,5,0,203062000.0,470400.0,13.541,13.7294,11.210191082802567,10.10.5.4,10.5.46.1,6,8008,49161
7596,264,264,5,5,0,203062000.0,470400.0,13.541,13.7298,11.186440677966175,10.10.5.4,10.1.56.1,6,8007,49160
7597,264,264,5,5,0,203062000.0,470400.0,13.5411,13.7303,11.162790697674442,10.10.5.4,10.2.56.1,6,8007,49160
7598,264,264,5,5,0,203062000.0,470400.0,13.5411,13.7307,11.13924050632909,10.10.5.4,10.3.56.1,6,8007,49160
7599,264,264,5,5,0,203062000.0,470400.0,13.5412,13.7312,11.11578947368424,10.10.5.4,10.4.56.1,6,8007,49160
7600,264,264,5,5,0,203062000.0,470400.0,13.5412,13.7316,11.092436974789896,10.10.5.4,10.5.56.1,6,8007,49160
7601,264,264,5,5,0,203062000.0,470400.0,13.5413,13.7321,11.069182389937037,10.10.5.4,10.1.66.1,6,8006,49159
7602,264,264,5,5,0,203062000.0,470400.0,13.5413,13.7325,11.046025104602494,10.10.5.4,10.2.66.1,6,8006,49159
7603,264,264,5,5,0,203062000.0,470400.0,13.5413,13.733,11.017214397496037,10.10.5.4,10.3.66.1,6,8006,49159
7604,264,264,5,5,0,203062000.0,470400.0,13.5414,13.7333,11.005732152162562,10.10.5.4,10.4.66.1,6,8006,49159
7605,264,264,5,5,0,203062000.0,470400.0,13.5414,13.7338,10.977130977130921,10.10.5.4,10.4.86.1,6,8004,49157
7606,264,264,5,5,0,203062000.0,470400.0,13.5415,13.7197,11.851851851851828,10.10.5.4,10.5.66.1,6,8006,49159
7607,264,264,5,5,0,203062000.0,470400.0,13.5415,13.7201,11.825307950727803,10.10.5.4,10.1.76.1,6,8005,49158
7608,264,264,5,5,0,203062000.0,470400.0,13.5416,13.7205,11.805477920626132,10.10.5.4,10.2.76.1,6,8005,49158
7609,264,264,5,5,0,203062000.0,470400.0,13.5416,13.7209,11.779141104294508,10.10.5.4,10.3.76.1,6,8005,49158
7610,264,264,5,5,0,203062000.0,470400.0,13.5417,13.7213,11.759465478841944,10.10.5.4,10.5.76.1,6,8005,49158
7611,264,264,5,5,0,203062000.0,470400.0,13.5417,13.7217,11.733333333333352,10.10.5.4,10.1.86.1,6,8004,49157
7612,264,264,5,5,0,203062000.0,470400.0,13.5418,13.7221,11.713810316139831,10.10.5.4,10.2.86.1,6,8004,49157
7613,264,264,5,5,0,203062000.0,470400.0,13.5418,13.7225,11.68788046485889,10.10.5.4,10.3.86.1,6,8004,49157
7614,264,264,5,5,0,203062000.0,470400.0,13.5419,13.7229,11.668508287292873,10.10.5.4,10.4.76.1,6,8005,49158
7615,264,264,5,5,0,203062000.0,470400.0,13.5419,13.7233,11.642778390297684,10.10.5.4,10.5.86.1,6,8004,49157
7616,264,264,5,5,0,203062000.0,470400.0,13.5419,13.7237,11.617161716171676,10.10.5.4,10.1.96.1,6,8003,49156
7617,264,264,5,5,0,203062000.0,470400.0,13.542,13.7241,11.598023064250404,10.10.5.4,10.2.96.1,6,8003,49156
7618,264,264,5,5,0,203062000.0,470400.0,13.542,13.7245,11.572602739725964,10.10.5.4,10.3.96.1,6,8003,49156
7619,264,264,5,5,0,203062000.0,470400.0,13.5421,13.7249,11.553610503282258,10.10.5.4,10.4.96.1,6,8003,49156
7620,264,264,5,5,0,203062000.0,470400.0,13.5421,13.7254,11.522094926350187,10.10.5.4,10.5.96.1,6,8003,49156
7621,2416,2416,7,7,0,464021000.0,147866000.0,13.6,13.889,66.87889273356409,10.1.37.1,10.10.5.4,6,49162,8009
7622,2416,2416,7,7,0,477051000.0,151834000.0,13.6,13.8908,66.46492434662979,10.1.47.1,10.10.5.4,6,49161,8008
7623,2416,2416,7,7,0,489726000.0,156157000.0,13.6,13.8923,66.1238453643515,10.1.57.1,10.10.5.4,6,49160,8007
7624,2416,2416,7,7,0,460574000.0,160029000.0,13.6,13.8942,65.6968048946295,10.1.67.1,10.10.5.4,6,49159,8006
7625,2416,2416,7,7,0,429048000.0,136816000.0,13.6,13.8829,68.32096147048435,10.1.77.1,10.10.5.4,6,49158,8005
7626,2416,2416,7,7,0,452458000.0,140018000.0,13.6,13.8855,67.69877408056024,10.1.87.1,10.10.5.4,6,49157,8004
7627,2416,2416,7,7,0,469995000.0,143658000.0,13.6,13.8864,67.48603351955298,10.1.97.1,10.10.5.4,6,49156,8003
7628,2416,2416,7,7,0,468752000.0,149678000.0,13.6,13.8895,66.76338514680475,10.2.37.1,10.10.5.4,6,49162,8009
7629,2416,2416,7,7,0,482264000.0,153165000.0,13.6,13.8917,66.25985601645515,10.2.47.1,10.10.5.4,6,49161,8008
7630,2416,2416,7,7,0,452584000.0,157568000.0,13.6,13.8931,65.94336403957675,10.2.57.1,10.10.5.4,6,49160,8007
7631,2416,2416,7,7,0,415523000.0,134226000.0,13.6,13.882,68.53900709219859,10.2.67.1,10.10.5.4,6,49159,8006
7632,2416,2416,7,7,0,438142000.0,138218000.0,13.6,13.8838,68.10429880197294,10.2.77.1,10.10.5.4,6,49158,8005
7633,2416,2416,7,7,0,460762000.0,142210000.0,13.6,13.8856,67.67507002801108,10.2.87.1,10.10.5.4,6,49157,8004
7634,2416,2416,7,7,0,474798000.0,143917000.0,13.6,13.8873,67.274625826662,10.2.97.1,10.10.5.4,6,49156,8003
7635,2416,2416,7,7,0,470728000.0,150701000.0,13.6,13.8895,66.76338514680475,10.3.37.1,10.10.5.4,6,49162,8009
7636,2416,2416,7,7,0,484382000.0,154227000.0,13.6,13.8918,66.23714873200815,10.3.47.1,10.10.5.4,6,49161,8008
7637,2416,2416,7,7,0,454925000.0,158402000.0,13.6,13.8934,65.87593728698022,10.3.57.1,10.10.5.4,6,49160,8007
7638,2416,2416,7,7,0,419536000.0,135275000.0,13.6,13.882,68.53900709219859,10.3.67.1,10.10.5.4,6,49159,8006
7639,2416,2416,7,7,0,442946000.0,138477000.0,13.6,13.8846,67.9128601546027,10.3.77.1,10.10.5.4,6,49158,8005
7640,2416,2416,7,7,0,465565000.0,142469000.0,13.6,13.8864,67.48603351955298,10.3.87.1,10.10.5.4,6,49157,8004
7641,2416,2416,7,7,0,478950000.0,145013000.0,13.6,13.8873,67.274625826662,10.3.97.1,10.10.5.4,6,49156,8003
7642,2416,2416,7,7,0,431232000.0,101090000.0,13.6,13.8656,72.77108433734914,10.4.37.1,10.10.5.4,6,49162,8009
7643,2416,2416,7,7,0,462050000.0,147992000.0,13.6,13.8882,67.06453851492023,10.4.47.1,10.10.5.4,6,49161,8008
7644,2416,2416,7,7,0,475371000.0,152027000.0,13.6,13.89,66.64827586206876,10.4.57.1,10.10.5.4,6,49160,8007
7645,2416,2416,7,7,0,489128000.0,155627000.0,13.6,13.8922,66.14647501711131,10.4.67.1,10.10.5.4,6,49159,8006
7646,2416,2416,7,7,0,459808000.0,159808000.0,13.6,13.8938,65.78624914908079,10.4.77.1,10.10.5.4,6,49158,8005
7647,2416,2416,7,7,0,426878000.0,136302000.0,13.6,13.8828,68.34512022630835,10.4.87.1,10.10.5.4,6,49157,8004
7648,2416,2416,7,7,0,449488000.0,140314000.0,13.6,13.8846,67.9128601546027,10.4.97.1,10.10.5.4,6,49156,8003
7649,2416,2416,7,7,0,459786000.0,146896000.0,13.6,13.8881,67.08781673030197,10.5.37.1,10.10.5.4,6,49162,8009
7650,2416,2416,7,7,0,469350000.0,147597000.0,13.6,13.8909,66.4420763148847,10.5.47.1,10.10.5.4,6,49161,8008
7651,2416,2416,7,7,0,480829000.0,153475000.0,13.6,13.8909,66.4420763148847,10.5.57.1,10.10.5.4,6,49160,8007
7652,2416,2416,7,7,0,452130000.0,157075000.0,13.6,13.8931,65.94336403957675,10.5.67.1,10.10.5.4,6,49159,8006
7653,2416,2416,7,7,0,413357000.0,133706000.0,13.6,13.8819,68.5633203263568,10.5.77.1,10.10.5.4,6,49158,8005
7654,2416,2416,7,7,0,435966000.0,137717000.0,13.6,13.8837,68.12830454705684,10.5.87.1,10.10.5.4,6,49157,8004
7655,2416,2416,7,7,0,458434000.0,141688000.0,13.6,13.8855,67.69877408056024,10.5.97.1,10.10.5.4,6,49156,8003
7656,264,264,5,5,0,203176000.0,547200.0,13.6616,13.8242,12.98892988929894,10.10.5.4,10.4.37.1,6,8009,49162
7657,264,264,5,5,0,203102000.0,510400.0,13.6617,13.8469,11.403887688984879,10.10.5.4,10.5.37.1,6,8009,49162
7658,264,264,5,5,0,203102000.0,510400.0,13.6617,13.8473,11.379310344827532,10.10.5.4,10.4.47.1,6,8008,49161
7659,264,264,5,5,0,203102000.0,510400.0,13.6618,13.8481,11.336553945249534,10.10.5.4,10.5.47.1,6,8008,49161
7660,264,264,5,5,0,203102000.0,510400.0,13.6618,13.8493,11.264,10.10.5.4,10.4.57.1,6,8007,49160
7661,264,264,5,5,0,203102000.0,510400.0,13.6619,13.8501,11.222104144527089,10.10.5.4,10.5.57.1,6,8007,49160
7662,264,264,5,5,0,203102000.0,510400.0,13.6619,13.8513,11.151003167898574,10.10.5.4,10.4.67.1,6,8006,49159
7663,264,264,5,5,0,203102000.0,510400.0,13.662,13.8521,11.109942135718086,10.10.5.4,10.5.67.1,6,8006,49159
7664,264,264,5,5,0,203102000.0,510400.0,13.662,13.8533,11.040250914793518,10.10.5.4,10.4.77.1,6,8005,49158
7665,264,264,5,5,0,203102000.0,510400.0,13.6621,13.8406,11.831932773109266,10.10.5.4,10.5.77.1,6,8005,49158
7666,264,264,5,5,0,203102000.0,510400.0,13.6621,13.8418,11.752921535893245,10.10.5.4,10.4.87.1,6,8004,49157
7667,264,264,5,5,0,203102000.0,510400.0,13.6621,13.8477,11.37931034482764,10.10.5.4,10.1.37.1,6,8009,49162
7668,264,264,5,5,0,203102000.0,510400.0,13.6622,13.8426,11.707317073170811,10.10.5.4,10.5.87.1,6,8004,49157
7669,264,264,5,5,0,203102000.0,510400.0,13.6622,13.8438,11.629955947136594,10.10.5.4,10.4.97.1,6,8003,49156
7670,264,264,5,5,0,203102000.0,510400.0,13.6623,13.8485,11.342642320085961,10.10.5.4,10.2.37.1,6,8009,49162
7671,264,264,5,5,0,203102000.0,510400.0,13.6623,13.8497,11.270010672358577,10.10.5.4,10.1.47.1,6,8008,49161
7672,264,264,5,5,0,203102000.0,510400.0,13.6624,13.8446,11.591657519209663,10.10.5.4,10.5.97.1,6,8003,49156
7673,264,264,5,5,0,203102000.0,510400.0,13.6624,13.8489,11.324396782841788,10.10.5.4,10.3.37.1,6,8009,49162
7674,264,264,5,5,0,203102000.0,510400.0,13.6625,13.8505,11.234042553191452,10.10.5.4,10.2.47.1,6,8008,49161
7675,264,264,5,5,0,203102000.0,510400.0,13.6625,13.8517,11.162790697674442,10.10.5.4,10.1.57.1,6,8007,49160
7676,264,264,5,5,0,203102000.0,510400.0,13.6626,13.8509,11.2161444503452,10.10.5.4,10.3.47.1,6,8008,49161
7677,264,264,5,5,0,203102000.0,510400.0,13.6626,13.8525,11.121642969984217,10.10.5.4,10.2.57.1,6,8007,49160
7678,264,264,5,5,0,203102000.0,510400.0,13.6627,13.8537,11.057591623036606,10.10.5.4,10.1.67.1,6,8006,49159
7679,264,264,5,5,0,203102000.0,510400.0,13.6627,13.8529,11.104100946372192,10.10.5.4,10.3.57.1,6,8007,49160
7680,264,264,5,5,0,203102000.0,510400.0,13.6627,13.841,11.845204711160957,10.10.5.4,10.2.67.1,6,8006,49159
7681,264,264,5,5,0,203102000.0,510400.0,13.6628,13.8422,11.772575250836162,10.10.5.4,10.1.77.1,6,8005,49158
7682,264,264,5,5,0,203102000.0,510400.0,13.6628,13.8414,11.825307950727922,10.10.5.4,10.3.67.1,6,8006,49159
7683,264,264,5,5,0,203102000.0,510400.0,13.6629,13.843,11.726818434203254,10.10.5.4,10.2.77.1,6,8005,49158
7684,264,264,5,5,0,203102000.0,510400.0,13.6629,13.8442,11.649200220628776,10.10.5.4,10.1.87.1,6,8004,49157
7685,264,264,5,5,0,203102000.0,510400.0,13.663,13.8434,11.707317073170696,10.10.5.4,10.3.77.1,6,8005,49158
7686,264,264,5,5,0,203102000.0,510400.0,13.663,13.845,11.60439560439558,10.10.5.4,10.2.87.1,6,8004,49157
7687,264,264,5,5,0,203102000.0,510400.0,13.6631,13.8458,11.559934318554975,10.10.5.4,10.1.97.1,6,8003,49156
7688,264,264,5,5,0,203102000.0,510400.0,13.6631,13.8454,11.585298957761951,10.10.5.4,10.3.87.1,6,8004,49157
7689,264,264,5,5,0,203102000.0,510400.0,13.6632,13.8462,11.540983606557388,10.10.5.4,10.2.97.1,6,8003,49156
7690,264,264,5,5,0,203102000.0,510400.0,13.6632,13.8466,11.515812431842924,10.10.5.4,10.3.97.1,6,8003,49156
7691,2416,2416,7,7,0,412125000.0,82760000.0,13.7,13.9445,79.05112474437615,10.1.38.1,10.10.5.4,6,49162,8009
7692,2416,2416,7,7,0,465477000.0,118395000.0,13.7,13.9827,68.3692960735762,10.1.48.1,10.10.5.4,6,49161,8008
